strategy,round,loss,rmse,mae,r2
fedavg,0,1.4340404903996313,11782.010694274555,9149.193359375,0.00890437044283554
fedavg,1,0.1650852790119177,6008.371826044057,3294.655517578125,0.742254947074533
fedavg,2,0.08657991975814912,4748.46859524205,2213.439208984375,0.8390155750512899
fedavg,3,0.06574048940559388,4653.257353725452,1847.775634765625,0.8454066340510598
fedavg,4,0.050878246861286724,4308.852747541971,1536.1168212890625,0.8674438010831247
fedavg,5,0.04240550903216707,4114.73231207086,1408.08203125,0.8791184898531266
fedavg,6,0.04025777950397167,4023.910038755837,1357.7464599609375,0.8843959012417756
fedavg,7,0.03805059043797052,3996.994495868114,1273.927001953125,0.8859372532446459
fedavg,8,0.03607068179733865,3968.3297494033936,1263.30712890625,0.8875674078429983
fedavg,9,0.03266003247212204,4052.6496270958337,1406.5421142578125,0.8827386658849496
fedavg,10,0.03269584593900228,3961.5608035217633,1296.31884765625,0.8879506449400325
fedavg,11,0.03208696764474408,3956.887413106418,1303.8497314453125,0.8882148528273338
fedavg,12,0.03232087419296399,4069.448734165354,1407.9112548828125,0.8817645065456092
fedavg,13,0.03189991919067852,4004.686629438064,1329.5927734375,0.8854978087244597
fedavg,14,0.0320097444450096,3981.8847296223935,1273.2781982421875,0.8867980004500701
fedavg,15,0.03877053046533642,4170.567587271546,1215.9757080078125,0.8758156052749709
fedavg,16,0.03220646302874313,3921.9839367340605,1298.6126708984375,0.8901782554811514
fedavg,17,0.030681336750701414,4033.118520450397,1394.11572265625,0.8838661875266774
fedavg,18,0.030374910441435567,4009.7703176117207,1397.89697265625,0.8852069160605309
fedavg,19,0.030083131749433285,4003.5355624747485,1406.674072265625,0.8855636223738778
fedavg,20,0.030635284906329815,3916.978810256701,1327.4722900390625,0.8904583759722674
fedavg,21,0.030374060208379565,3906.685807689172,1286.570068359375,0.8910333269467817
fedavg,22,0.03049383030077788,3907.906472780535,1295.0416259765625,0.890965225402253
fedavg,23,0.029545354141238163,3875.3877225382234,1274.56884765625,0.8927722885568403
fedavg,24,0.030120662831091355,4103.434902615125,1436.240966796875,0.8797813634634649
fedavg,25,0.03062864231392218,4101.404881257153,1459.702880859375,0.8799002753452434
fedavg,26,0.031774202938058015,3925.866019109669,1208.0157470703125,0.8899607367867017
fedavg,27,0.029492827055746,3839.717437520631,1297.3770751953125,0.8947371211451021
fedavg,28,0.031379702642051845,4119.044792181799,1512.015869140625,0.8788649734756694
fedavg,29,0.029872110531989526,4054.840810685421,1459.796875,0.8826118270332524
fedavg,30,0.029433151574407443,3986.3425592891535,1437.095703125,0.886544396076647
hybrid,0,1.4340404903996313,11782.010694274555,9149.193359375,0.00890437044283554
hybrid,1,0.13742965459823608,5595.302494056957,2909.21435546875,0.7764761528586135
hybrid,2,0.09689272215277883,5133.214587371153,2358.35400390625,0.8118710781664644
hybrid,3,0.06529208565263475,4528.431516540799,1867.5908203125,0.8535894669063598
hybrid,4,0.05752149399336327,4491.596152816947,1677.508056640625,0.8559616621522781
hybrid,5,0.04884025862173307,4311.707318452865,1614.7064208984375,0.8672681171374138
hybrid,6,0.045972336182667835,4234.893623221249,1498.563720703125,0.8719552662535002
hybrid,7,0.04071632907384915,4144.012789555553,1482.114013671875,0.8773919723392308
hybrid,8,0.03877620817486238,4099.106000093191,1472.124267578125,0.8800348725079249
hybrid,9,0.037361963738013836,4013.0281583861333,1352.4749755859375,0.8850203132820642
hybrid,10,0.03585006369216183,3981.241766082537,1332.6053466796875,0.886834555440861
hybrid,11,0.03512198397461904,4016.539306417902,1403.66162109375,0.8848190225103066
hybrid,12,0.03414778383177824,3993.0736281716618,1418.8128662109375,0.8861609243237041
hybrid,13,0.0336372629611369,3944.1343790494766,1307.7149658203125,0.8889342565126988
hybrid,14,0.03336565110948284,4038.4739692116377,1428.1463623046875,0.8835575636756408
hybrid,15,0.03342239353936558,4001.7306256168717,1410.4566650390625,0.8856667829777788
hybrid,16,0.03314348561698599,4039.8095252127914,1424.3294677734375,0.8834805305405838
hybrid,17,0.033236212744456956,3900.1367924727974,1357.3524169921875,0.8913983562118933
hybrid,18,0.03618862913732782,3888.841087007799,1272.138671875,0.8920265154137254
hybrid,19,0.034454970572932196,4144.619162239155,1499.4688720703125,0.8773560919841776
hybrid,20,0.034403456036849626,4083.653633696178,1510.1669921875,0.8809376304540193
hybrid,21,0.033737057156733787,4033.3549310716508,1493.63818359375,0.8838525701509705
hybrid,22,0.03439843826511559,4118.093490925139,1514.3087158203125,0.8789209169109239
hybrid,23,0.03446594301383259,4102.054607145058,1509.0911865234375,0.8798622244230339
hybrid,24,0.03376627336615844,3895.0991001513685,1375.1947021484375,0.8916787333579096
hybrid,25,0.0340781939685823,3874.3674322397455,1370.1998291015625,0.8928287453018954
hybrid,26,0.03393734520938296,3922.5035372833,1401.488525390625,0.8901491508154645
hybrid,27,0.03559796098122745,3876.2932035644567,1266.8560791015625,0.8927221748543197
hybrid,28,0.03342182246207773,3878.887598268349,1382.566162109375,0.8925785287731556
hybrid,29,0.033594314096758934,3852.7504461098956,1383.97802734375,0.8940213252943348
hybrid,30,0.03352353543065555,3854.491146701468,1370.20458984375,0.8939255416855663
