strategy,round,loss,rmse,mae,r2
fedavg,0,4.134466124154859,24250.156288156166,20810.46875,-3.198612761198425
fedavg,1,0.36500099364111394,8275.57804627568,4744.294921875,0.5110399445367294
fedavg,2,0.3040833929805842,7066.905121762991,3921.461669921875,0.6434378533771327
fedavg,3,0.30839498741636306,7035.78368058598,3878.736328125,0.6465714190511032
fedavg,4,0.27887777626932925,6726.420742118352,3677.27783203125,0.6769685694836092
fedavg,5,0.27835783090371424,6958.637510317662,3721.243896484375,0.6542794843389473
fedavg,6,0.27700713115446307,7378.304141196675,4075.691650390625,0.6113221124006496
fedavg,7,0.42805069215677927,8486.282578373171,4703.75927734375,0.4858241432302123
fedavg,8,0.22583328632856445,6484.621191711973,3484.71533203125,0.6997756278864143
fedavg,9,0.24566639249877203,6768.843919016009,3604.47509765625,0.6728810395444484
fedavg,10,0.26236025726006046,6950.355674352212,3767.86181640625,0.6551019239672617
fedavg,11,0.3597783955671603,8224.294255436147,4159.33447265625,0.5170813075684274
fedavg,12,0.2996537330277346,7508.0,4265.43359375,0.5975376616867207
fedavg,13,0.2856817148633324,7206.773203036155,3932.052734375,0.62918403218165
fedavg,14,0.31083851236637045,7727.295516543935,4346.11376953125,0.5736838619387881
fedavg,15,0.3405805027996047,8018.431517447786,4028.810791015625,0.5409546717527552
fedavg,16,0.32706031669585134,7891.003738435307,4479.23779296875,0.555428922842556
fedavg,17,0.36157726494963455,8352.968813541685,4165.8232421875,0.5018519630961346
fedavg,18,0.32504835593305836,7888.91805002435,4440.71142578125,0.5556639014032189
fedavg,19,0.298731913799448,7542.634287833396,3949.436279296875,0.5938159896413495
fedavg,20,0.3212437294012565,7747.2382175843795,4182.84716796875,0.5714805602832203
fedavg,21,0.5129784455928305,9444.111392820396,5150.892578125,0.3632060473643566
fedavg,22,0.3246059113722986,7662.640276040628,4117.17724609375,0.5807880989093428
fedavg,23,0.33835921946954106,8126.630790186054,4431.68115234375,0.528482534208725
fedavg,24,0.3568402135384119,8175.5865844598575,4545.85400390625,0.5227844727715842
fedavg,25,0.30362009687896596,7487.791129565514,3882.783447265625,0.5997013064937033
fedavg,26,0.35746159728097104,8275.236310825208,4491.56689453125,0.511080305353041
fedavg,27,0.3679695268392324,8424.754002343332,4533.8408203125,0.49325299731858696
fedavg,28,0.27635006229939646,7193.835972553169,3642.960693359375,0.6305141792006165
fedavg,29,0.2981295132170709,7523.834926418841,3904.793701171875,0.5958382249312986
fedavg,30,0.3033113839214998,7626.830534370093,3865.858642578125,0.5846971436978814
fedavg,31,0.3186548786310698,7882.592213225292,4066.3486328125,0.5563761994143458
fedavg,32,0.38605001485096657,8700.039080371997,4570.9150390625,0.4595953030334673
fedavg,33,0.3096363755538985,7792.6177886509995,3895.722900390625,0.5664457244402812
fedavg,34,0.3968456706616919,8649.14747243912,4628.5263671875,0.46589909936715646
fedavg,35,0.3494528246185964,8560.180371931423,4230.69091796875,0.4768303688861283
fedavg,36,0.316197912986862,7903.362322454918,3851.387451171875,0.5540352720682736
fedavg,37,0.40416948531671176,8744.378765812926,4657.19287109375,0.4540729108760433
fedavg,38,0.3916300486776989,8679.455282447165,4568.81787109375,0.4621494152726737
fedavg,39,0.3430866293138343,8367.951720702025,4206.38232421875,0.5000632397674185
fedavg,40,0.38191255998826673,8596.296411827596,4495.45263671875,0.47240645970171946
fedprox,0,4.134466124154859,24250.156288156166,20810.46875,-3.198612761198425
fedprox,1,0.43692409439216046,9161.831694590335,5112.974609375,0.4007040615887284
fedprox,2,0.3757293188763239,7688.89042710325,4286.818359375,0.5779109828116893
fedprox,3,0.2372128334393353,6285.347723077857,3425.7158203125,0.7179440082842923
fedprox,4,0.3205217406407761,7259.13961843964,4077.180419921875,0.623775536135954
fedprox,5,0.24119352635253993,6345.788524683123,3456.70849609375,0.7124933328389915
fedprox,6,0.23734800826941235,6640.7165276045325,3656.621337890625,0.6851478825002775
fedprox,7,0.21286753090537539,6206.063486623385,3260.6845703125,0.7250149241157989
fedprox,8,0.2239809659054669,6424.645359862286,3366.87255859375,0.7053034464617292
fedprox,9,0.22360002985569755,6443.372098521084,3574.429443359375,0.7035829786704819
fedprox,10,0.21641802488860779,6306.795065641502,3351.026611328125,0.7160158113497901
fedprox,11,0.22880096675280703,6663.384125202449,3667.58056640625,0.6829947678772017
fedprox,12,0.2370189478249105,6605.753855541395,3706.84814453125,0.6884545069069794
fedprox,13,0.2226572132098639,6409.5825137055535,3412.83740234375,0.706683692517222
fedprox,14,0.21817609329998433,6433.823746420165,3423.876220703125,0.704460826425259
fedprox,15,0.2298436646565511,6590.476765758302,3470.1318359375,0.6898938569194982
fedprox,16,0.2674263992917574,7087.569400012955,3584.215087890625,0.6413495624488597
fedprox,17,0.2550548489916408,7112.1363878935845,3917.05908203125,0.6388589246329806
fedprox,18,0.2711738102967545,7194.712780924615,3618.164794921875,0.6304241006636304
fedprox,19,0.26326898856082914,7076.697252249809,3679.57421875,0.6424490427094873
fedprox,20,0.26057224391157197,7071.428144300131,3719.194091796875,0.6429812716426078
fedprox,21,0.28481127885184293,7419.977088913415,4114.04541015625,0.6069191755880887
fedprox,22,0.2717472418559829,7216.626635762723,3786.399169921875,0.6281693507000607
fedprox,23,0.2735918772256482,7298.337070867582,3863.31689453125,0.6197015575755258
fedprox,24,0.29962446439708607,7736.016287469927,4211.337890625,0.5727210687450297
fedprox,25,0.28076574410365124,7375.085084254961,3848.98681640625,0.6116611901888487
fedprox,26,0.29165981328086843,7515.011909504868,3954.289306640625,0.5967855601670656
fedprox,27,0.32116069949587944,7912.311419553707,3951.468994140625,0.5530247557290653
fedprox,28,0.4335977190296533,8981.736135068766,4766.2099609375,0.42403337604853064
fedprox,29,0.3152188554204395,7763.245197724982,3870.46044921875,0.5697079402162448
fedprox,30,0.3108271742118158,7682.908824136858,3928.675537109375,0.5785674620485133
fedprox,31,0.3439634454585126,8188.442831210339,4371.310546875,0.5212824402994303
fedprox,32,0.33272355016220057,8215.56912209982,4320.22265625,0.518105463282334
fedprox,33,0.27555365320164316,7382.653994330223,3681.7353515625,0.6108637120828316
fedprox,34,0.28342428268750786,7516.332616376154,3732.705322265625,0.5966438279981574
fedprox,35,0.28656790012432076,7539.229138313811,3780.550048828125,0.5941826688308198
fedprox,36,0.27922182051892747,7484.669665389381,3701.9169921875,0.6000349871960003
fedprox,37,0.2935976336150614,7958.713463870904,4057.279052734375,0.5477667914488571
fedprox,38,0.25839291697549244,7407.334473344646,3624.52197265625,0.6082575648958515
fedprox,39,0.25999170931106586,7428.671752069814,3525.74951171875,0.6059974178463796
fedprox,40,0.3024889501848575,7882.525991076718,4059.5712890625,0.5563836497394499
scaffold,0,4.134466124154859,24250.156288156166,20810.46875,-3.198612761198425
scaffold,1,0.33926882030612365,6846.25094486026,4073.076171875,0.6653565338412539
scaffold,2,0.25345665016169533,6299.345362813504,3442.41015625,0.716686311277164
scaffold,3,0.2732224278338814,6736.95747351874,3591.6845703125,0.6759557359173016
scaffold,4,0.27305749832926207,6766.613333123151,3893.8642578125,0.6730966003286591
scaffold,5,0.29031778592522905,6891.863318435733,4002.7080078125,0.6608826429482731
scaffold,6,0.4249843229561177,8415.947718468788,4637.92822265625,0.49431182344301694
scaffold,7,0.26762691008650075,6633.39611360576,3686.965087890625,0.6858416720265987
scaffold,8,0.28698025743963723,6944.557581300626,3813.7666015625,0.6556771242636791
scaffold,9,0.3277595933665005,7348.359272653998,4345.5595703125,0.6144706080568167
scaffold,10,0.30290640209808034,7200.457485465768,3952.68115234375,0.6298336770651304
scaffold,11,0.38778557337693487,8446.15083928768,4327.5556640625,0.49067571280838773
scaffold,12,0.3449638701429817,7849.784965207646,4528.90087890625,0.5600612358059573
scaffold,13,0.37609148219810684,7840.875206250894,4661.5927734375,0.5610593447139884
scaffold,14,0.3874029149801107,7951.752511239268,4483.74462890625,0.5485575231974965
scaffold,15,0.3667990908235939,7765.1127486985015,4263.66162109375,0.5695008857087277
scaffold,16,0.36008904570173716,7853.450706536586,4270.673828125,0.5596502359817146
scaffold,17,0.44197894756868106,8522.905138507644,5019.66455078125,0.4813767097909474
scaffold,18,0.35251053842672014,7712.633791384108,4281.294921875,0.5753001131745448
scaffold,19,0.4110040654509572,8424.268751648418,4817.5849609375,0.49331136797589803
scaffold,20,0.3908456824308891,8075.85091491912,4449.02978515625,0.5343567635693885
scaffold,21,0.3759808471667372,8053.7248525138975,4269.31298828125,0.5369047747549665
scaffold,22,0.425857571834547,8504.719630887312,4842.14208984375,0.4835875204355965
scaffold,23,0.4733889755328656,8734.684424751704,5012.61767578125,0.4552827380777785
scaffold,24,0.4176576789898224,8641.533660178615,4502.66015625,0.46683901360980806
scaffold,25,0.6036157040682097,9861.867166008677,5283.96240234375,0.3056234819229301
scaffold,26,0.7094032434726072,10363.714778012756,5518.2216796875,0.2331549322677452
scaffold,27,0.34333223892878384,7700.488296205637,4064.101806640625,0.5766366545670258
scaffold,28,0.37921049300144044,8096.789240186507,4250.73046875,0.531939074409154
scaffold,29,0.3927723285531926,8187.372228010646,4308.724609375,0.5214075998947802
scaffold,30,0.4059397948601301,8336.405940211886,4416.1220703125,0.5038255366169986
scaffold,31,0.7143225799293192,10567.29672148937,5325.6982421875,0.20273167636538647
scaffold,32,0.46911385508932346,8816.589816930353,4806.0009765625,0.44501918194726386
scaffold,33,0.3794871518162332,8570.417492747947,4629.3408203125,0.4755783036208111
scaffold,34,0.3868171562223042,8327.762724765878,4474.7451171875,0.5048538574732861
scaffold,35,0.4072116509662827,8555.146755024136,4538.66015625,0.47744546068703964
scaffold,36,0.3635053331538691,8332.457500641693,4381.482421875,0.5042954350743472
scaffold,37,0.41972397403827044,8730.382809476341,4602.71337890625,0.45581910282129146
scaffold,38,0.3495473730767383,8371.788339417093,4279.92333984375,0.4996047221216461
scaffold,39,0.27560389703634747,7405.802859920051,3564.8603515625,0.6084195361368927
scaffold,40,0.33217542323329624,8215.392869485913,4164.513671875,0.518126142334296
hybrid,0,4.134466124154859,24250.156288156166,20810.46875,-3.198612761198425
hybrid,1,0.3545759626950998,6960.765475147112,4122.8447265625,0.6540680007011519
hybrid,2,0.3162032685493873,7383.0110388648345,3960.28466796875,0.6108260498094711
hybrid,3,0.355743537769992,8284.84495932181,4266.9580078125,0.5099442774346196
hybrid,4,0.40955308979468696,9038.05819852915,4596.19091796875,0.4167872602491248
hybrid,5,0.27249710469571137,7184.6503046425305,4071.25732421875,0.6314571439700822
hybrid,6,0.3727928508323437,8444.917051102397,4229.29833984375,0.4908244846545595
hybrid,7,0.39545531425935215,8841.505754112248,4371.30859375,0.4418779606242692
hybrid,8,0.3976723775940171,8439.045917637846,4857.6435546875,0.4915322655394423
hybrid,9,0.3743710310208642,8588.987367553873,4257.41015625,0.4733032559211312
hybrid,10,0.31800340751228984,7594.553574766591,4167.2119140625,0.5882048682184149
hybrid,11,0.3287663479805471,7861.29429547069,4566.18701171875,0.5587702176597813
hybrid,12,0.37282569448621483,8553.307196634527,4247.24609375,0.4776701437197045
hybrid,13,0.3331203209152193,7791.109548709991,4229.962890625,0.5666135327470534
hybrid,14,0.4285045726861853,9192.866799861727,4611.3515625,0.3966370053776095
hybrid,15,0.37169628901969465,8322.782227116122,4804.1591796875,0.5054459529951363
hybrid,16,0.3769285943108791,8403.872916697395,4842.74560546875,0.4957618796313743
hybrid,17,0.3825052793071406,8498.11367304533,4853.7763671875,0.4843894570038805
hybrid,18,0.4034252385557475,8545.43808122205,4935.5263671875,0.47863076634630664
hybrid,19,0.3388495623407775,7904.258852036666,4262.46435546875,0.5539341060395973
