strategy,round,loss,rmse,mae,r2
fedavg,0,1.4340404903996313,11782.010694274555,9149.193359375,0.00890437044283554
fedavg,1,0.16038054335440174,6061.377071260293,3250.101318359375,0.7376873111459914
fedavg,2,0.07876865736908516,4739.168703475326,2116.274169921875,0.8396455381704208
fedavg,3,0.06913555023767644,4849.4667748114325,1907.1868896484375,0.8320945896795047
fedavg,4,0.045230670818085655,4220.631706273363,1565.9989013671875,0.8728162481148332
fedavg,5,0.03955911793405099,4089.271451004445,1455.697265625,0.8806098234824392
fedavg,6,0.03656467723257563,4129.628312572452,1454.91845703125,0.8782416833839447
fedavg,7,0.0350257444177701,3981.947136766132,1310.397705078125,0.8867944586124468
fedavg,8,0.03448812514095154,3972.4364060359735,1318.777099609375,0.8873345851834974
fedavg,9,0.033574058931160236,4135.796658444417,1412.3349609375,0.8778776660724397
fedavg,10,0.03259788218553112,3945.1035474369996,1280.71240234375,0.8888796696819169
fedavg,11,0.03505023252200279,3912.9358543170624,1216.9090576171875,0.8906843936104134
fedavg,12,0.03238531282038961,3919.4315914428203,1336.8515625,0.8903211462636091
fedavg,13,0.033458014842731844,3875.522803442137,1235.290771484375,0.8927648162327448
fedavg,14,0.030926519519123535,3942.647714417305,1322.1839599609375,0.889017970008159
fedavg,15,0.03142250984824947,3964.2401541783515,1360.6807861328125,0.8877990278909667
fedavg,16,0.03352679118958705,3931.336795544233,1229.0675048828125,0.8896538435229924
fedavg,17,0.04097462912373163,4344.8838879767545,1238.65771484375,0.8652176351424443
fedavg,18,0.03980140106933735,4212.456053183226,1226.6802978515625,0.8733084975474937
fedavg,19,0.030726866178222022,3934.6622472583335,1342.2071533203125,0.8894670794185884
fedavg,20,0.03262823498401503,4034.894794167501,1428.9510498046875,0.8837638702174486
fedavg,21,0.03000875726648594,3854.0211468023886,1300.7635498046875,0.893951405166513
fedavg,22,0.03048270750032325,3948.8997201752286,1368.376953125,0.888665714824082
fedavg,23,0.029973084577840335,3929.4838083392074,1330.2562255859375,0.8897578400885685
fedavg,24,0.029677386084569612,3959.054685148969,1359.9090576171875,0.8880923624429463
