strategy,round,loss,rmse,mae,r2
fedavg,0,1.4340404903996313,11782.010694274555,9149.193359375,0.00890437044283554
fedavg,1,0.15787943693974552,6142.692243633894,3158.587646484375,0.7306020813040486
fedavg,2,0.083348311745415,4866.948530650391,2104.003173828125,0.8308818439449037
fedavg,3,0.07488364922844898,5100.389592962482,1935.754638671875,0.8142694228802183
fedavg,4,0.05880651191631734,4736.297499102015,1619.824951171875,0.8398397745989202
fedavg,5,0.043151779393614115,4247.063691540309,1533.0499267578125,0.8712182707079733
fedavg,6,0.03757811302586329,4211.457229985839,1493.2362060546875,0.8733685694601436
fedavg,7,0.04599508988309498,4450.296844031867,1378.583251953125,0.8585982852754122
fedavg,8,0.0384541789206154,4124.516941412655,1377.265869140625,0.8785429082408573
fedavg,9,0.03554978110867673,4117.009594353649,1429.23193359375,0.8789846406561542
fedavg,10,0.03791495598105334,4139.155469416436,1326.5740966796875,0.8776792278365735
fedavg,11,0.035230333501157333,4045.860724246449,1319.359375,0.8831312012223695
fedavg,12,0.03214819676269858,4030.7475733416995,1383.1309814453125,0.8840026912686179
fedavg,13,0.03303838232784358,4087.3145217856677,1428.3966064453125,0.8807240642450334
fedavg,14,0.0320652288327754,4008.4801359118646,1362.4334716796875,0.8852807813408192
fedavg,15,0.03135566157078671,4087.5714061041185,1421.9129638671875,0.8807090682658624
fedavg,16,0.03754372340921264,4127.180878032849,1251.0396728515625,0.8783859527698666
fedavg,17,0.032503018664792105,3994.168999929773,1276.6387939453125,0.8860984618539834
fedavg,18,0.032884133053026204,4137.066835331525,1451.6513671875,0.8778026495115989
fedavg,19,0.03496319996221075,4077.1672764310274,1302.1925048828125,0.8813155584611172
fedavg,20,0.04140386371541705,4390.968458096688,1289.427001953125,0.8623433055837078
fedavg,21,0.033063403682908415,4010.564424117882,1299.275634765625,0.885161444145206
fedavg,22,0.033212261238026106,4120.98871631554,1260.046142578125,0.8787506153851208
fedavg,23,0.03959152776534961,4657.274310151808,1724.90771484375,0.8451396102928529
fedavg,24,0.03169421703669587,3981.7601635457654,1277.4984130859375,0.8868050841253166
fedavg,25,0.03219756267314689,3969.8064184541795,1276.9261474609375,0.8874837163465296
fedavg,26,0.029753918414832718,3991.6913708351753,1399.6903076171875,0.886239724711074
fedavg,27,0.029589737245183413,4022.366219030783,1420.742919921875,0.8844845865093033
fedavg,28,0.029687589787342844,4051.426785713892,1439.6817626953125,0.8828094219744465
fedavg,29,0.031435099408897375,3908.8213057135267,1335.133544921875,0.8909141657431001
fedavg,30,0.0322315985675053,4170.6407181630975,1519.8382568359375,0.875811249474664
fedprox,0,1.4340404903996313,11782.010694274555,9149.193359375,0.00890437044283554
fedprox,1,0.1434879906946343,5727.745106060499,3007.6572265625,0.7657691557244661
fedprox,2,0.11596417310110545,5819.466298553502,2728.745849609375,0.7582073983957514
fedprox,3,0.06769576858366684,4660.457273701799,1884.429443359375,0.8449278626671601
fedprox,4,0.05235614294677584,4425.816986726857,1669.376953125,0.8601496248204002
fedprox,5,0.04746093034908669,4332.427033430569,1638.072265625,0.8659893744284662
